,X,YYYY.MM.DD,HH.mm.SS.ss,ET,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
309629,7704,6/21/95,17:36.2,le,4.27,l,32.985,-117.818,6,C,3217139,135,0
309866,7941,6/26/95,40:28.9,le,5.02,l,34.394,-118.669,13.3,A,3217586,187,0
312334,10409,8/17/95,39:59.0,le,5.36,l,35.776,-117.662,5.6,A,3225143,156,0
312335,10410,8/17/95,41:10.5,le,4.32,l,35.79,-117.679,6,C,3225237,29,0
314573,12648,8/30/95,29:54.6,le,4.21,l,35.791,-117.641,5,A,3228523,125,0
315126,13201,9/5/95,27:18.4,le,4.44,l,34.199,-116.438,0,A,3229496,87,0
315612,13687,9/11/95,37:23.8,le,4.24,l,35.788,-117.663,6.6,A,3230334,124,0
316398,14473,9/20/95,27:36.3,le,5.75,l,35.761,-117.638,5.4,A,3231786,147,0
316399,14474,9/20/95,30:34.6,le,4.21,l,35.729,-117.611,10.2,A,3231937,23,0
316626,14701,9/21/95,57:41.3,le,4.02,l,35.756,-117.633,5.4,A,3232031,57,0
316877,14952,9/21/95,48:39.2,le,4.01,l,35.761,-117.643,5.4,A,3232380,96,0
317744,15819,9/25/95,47:29.2,le,4.9,l,35.809,-117.616,9.4,A,3233618,163,0
318244,16319,9/27/95,44:42.3,re,4.2,b,36.577,-121.175,9,C,2221202,33,0
321060,19135,10/18/95,42:04.8,le,4.16,l,35.742,-117.631,3.7,A,3238772,146,0
324845,22920,11/29/95,12:33.5,re,4.4,l,36.801,-121.524,8,C,3245081,24,0
325279,23354,12/5/95,25:55.6,le,4.15,h,35.731,-117.622,9.8,B,3245779,16,0
325765,23840,12/13/95,25:54.1,re,4.1,l,36.981,-121.472,4,C,7011283,8,0
326695,24770,12/27/95,42:58.5,le,4.2,h,34.245,-118.599,6,C,3247748,12,0
326899,24974,12/31/95,48:23.1,le,4.09,l,35.098,-118.306,7.9,A,3248154,113,0
327297,383,1/7/96,32:53.0,le,5.17,l,35.761,-117.646,4,A,3248846,126,0
327563,649,1/8/96,57:11.0,le,4.16,l,35.755,-117.62,1.9,A,3249165,77,0
327587,673,1/8/96,52:28.9,le,4.36,l,35.779,-117.636,2.7,A,3249191,69,0
327589,675,1/8/96,53:39.3,le,4.24,l,35.799,-117.632,2.5,A,3249318,31,0
327975,1061,1/11/96,46:34.6,le,4.19,l,34.994,-116.943,7.1,B,3249913,33,0
329116,2202,1/26/96,06:02.9,le,4.18,l,35.789,-117.664,4.7,A,3252027,108,0
332395,5481,3/20/96,37:59.8,le,4.11,l,34.362,-118.615,13,A,3258844,152,0
333937,7023,4/19/96,52:41.3,re,4.2,b,36.884,-121.616,5,C,3262195,30,0
334626,7712,5/1/96,49:56.4,le,4.09,l,34.354,-118.703,14.4,A,3263467,160,0
339074,12160,8/14/96,05:27.5,le,4.3,l,34.599,-116.28,6,C,3273970,121,0
339767,12853,8/30/96,24:47.6,le,4.05,l,32.377,-115.379,6,C,3275544,34,0
342418,15504,10/20/96,17:33.4,le,4.16,l,34.604,-116.278,6,C,7046881,82,0
342587,15673,10/23/96,09:29.4,le,4.07,l,34.481,-119.353,14.5,A,7047275,133,0
343819,16905,11/27/96,42:43.8,le,4.46,l,33.953,-116.314,6,A,7050391,122,0
343863,16949,11/27/96,17:24.1,le,5.3,w,36.075,-117.65,1.2,A,7050470,131,0
350450,3663,3/18/97,24:47.7,le,5.26,l,34.971,-116.819,1.7,A,7062511,181,0
352173,5386,4/26/97,37:30.7,le,5.07,l,34.369,-118.67,16.4,A,9008753,183,0
352306,5519,4/27/97,09:28.4,le,4.92,l,34.377,-118.649,15.2,A,9008934,174,0
352812,6025,5/6/97,12:53.8,le,4.49,l,35.453,-118.431,6,A,9009850,152,0
354613,7826,6/20/97,35:40.5,le,4.76,l,32.681,-118.109,6,C,9013612,129,0
354618,7831,6/20/97,38:55.0,le,4.18,l,32.685,-118.137,6,C,9013626,68,0
354624,7837,6/20/97,04:13.6,le,4.53,l,32.626,-118.151,6,C,9013640,120,0
354976,8189,6/28/97,45:25.1,le,4.18,l,34.168,-117.336,10,A,9014489,177,0
355168,8381,7/3/97,49:37.6,le,4.25,l,35.791,-117.638,4.7,A,9014887,94,0
356262,9475,7/26/97,14:55.9,le,4.89,l,33.398,-116.349,12.2,A,9017527,163,0
